"@timestamp","_id","_index","_score",log,"log.keyword"
"Aug 15, 2023 @ 21:54:57.486","OMCN-okBiE4ckzJtGTe2","vm-2023.08.15","-","I0815 18:54:57.485644       1 plugin.go:111] Add check result {Rule:0xc0000d8070 ExitStatus:2 Message:error watching journald: failed to stat the log path ""/var/log/journal"": stat /v} for rule &{Type:permanent Condition:FrequentDockerRestart Reason:FrequentDockerRestart Path:/home/kubernetes/bin/log-counter Args:[--journald-source=systemd --log-path=/var/log/journal --lookback=20m --count=5 --pattern=Starting Docker Application Container Engine...] TimeoutString:0xc00004a140 Timeout:1m0s}","I0815 18:54:57.485644       1 plugin.go:111] Add check result {Rule:0xc0000d8070 ExitStatus:2 Message:error watching journald: failed to stat the log path ""/var/log/journal"": stat /v} for rule &{Type:permanent Condition:FrequentDockerRestart Reason:FrequentDockerRestart Path:/home/kubernetes/bin/log-counter Args:[--journald-source=systemd --log-path=/var/log/journal --lookback=20m --count=5 --pattern=Starting Docker Application Container Engine...] TimeoutString:0xc00004a140 Timeout:1m0s}"
"Aug 15, 2023 @ 21:54:57.486","OcCN-okBiE4ckzJtGTe2","vm-2023.08.15","-","I0815 18:54:57.485874       1 custom_plugin_monitor.go:138] New status generated: &{Source:systemd-monitor Events:[] Conditions:[{Type:FrequentKubeletRestart Status:Unknown Transition:2023-08-09 18:04:58.38773113 +0000 UTC m=+1.670026648 Reason:NoFrequentKubeletRestart Message:kubelet is functioning properly} {Type:FrequentDockerRestart Status:Unknown Transition:2023-08-09 18:04:58.396387289 +0000 UTC m=+1.678682789 Reason:NoFrequentDockerRestart Message:docker is functioning properly} {Type:FrequentContainerdRestart Status:Unknown Transition:2023-08-09 18:04:58.584419386 +0000 UTC m=+1.866714879 Reason:NoFrequentContainerdRestart Message:containerd is functioning properly}]}","I0815 18:54:57.485874       1 custom_plugin_monitor.go:138] New status generated: &{Source:systemd-monitor Events:[] Conditions:[{Type:FrequentKubeletRestart Status:Unknown Transition:2023-08-09 18:04:58.38773113 +0000 UTC m=+1.670026648 Reason:NoFrequentKubeletRestart Message:kubelet is functioning properly} {Type:FrequentDockerRestart Status:Unknown Transition:2023-08-09 18:04:58.396387289 +0000 UTC m=+1.678682789 Reason:NoFrequentDockerRestart Message:docker is functioning properly} {Type:FrequentContainerdRestart Status:Unknown Transition:2023-08-09 18:04:58.584419386 +0000 UTC m=+1.866714879 Reason:NoFrequentContainerdRestart Message:containerd is functioning properly}]}"
"Aug 15, 2023 @ 21:54:57.463","L8CN-okBiE4ckzJtFTfQ","vm-2023.08.15","-","I0815 18:54:57.463399       1 plugin.go:111] Add check result {Rule:0xc0000d8000 ExitStatus:2 Message:error watching journald: failed to stat the log path ""/var/log/journal"": stat /v} for rule &{Type:permanent Condition:FrequentKubeletRestart Reason:FrequentKubeletRestart Path:/home/kubernetes/bin/log-counter Args:[--journald-source=systemd --log-path=/var/log/journal --lookback=20m --delay=5m --count=5 --pattern=Started Kubernetes kubelet.] TimeoutString:0xc00004a130 Timeout:1m0s}","I0815 18:54:57.463399       1 plugin.go:111] Add check result {Rule:0xc0000d8000 ExitStatus:2 Message:error watching journald: failed to stat the log path ""/var/log/journal"": stat /v} for rule &{Type:permanent Condition:FrequentKubeletRestart Reason:FrequentKubeletRestart Path:/home/kubernetes/bin/log-counter Args:[--journald-source=systemd --log-path=/var/log/journal --lookback=20m --delay=5m --count=5 --pattern=Started Kubernetes kubelet.] TimeoutString:0xc00004a130 Timeout:1m0s}"
"Aug 15, 2023 @ 21:54:57.463","MMCN-okBiE4ckzJtFTfQ","vm-2023.08.15","-","I0815 18:54:57.463485       1 custom_plugin_monitor.go:138] New status generated: &{Source:kernel-monitor Events:[] Conditions:[{Type:FrequentUnregisterNetDevice Status:Unknown Transition:2023-08-09 18:04:58.483458599 +0000 UTC m=+1.765754158 Reason:NoFrequentUnregisterNetDevice Message:node is functioning properly}]}","I0815 18:54:57.463485       1 custom_plugin_monitor.go:138] New status generated: &{Source:kernel-monitor Events:[] Conditions:[{Type:FrequentUnregisterNetDevice Status:Unknown Transition:2023-08-09 18:04:58.483458599 +0000 UTC m=+1.765754158 Reason:NoFrequentUnregisterNetDevice Message:node is functioning properly}]}"
"Aug 15, 2023 @ 21:54:57.463","McCN-okBiE4ckzJtFTfQ","vm-2023.08.15","-","I0815 18:54:57.463574       1 custom_plugin_monitor.go:138] New status generated: &{Source:systemd-monitor Events:[] Conditions:[{Type:FrequentKubeletRestart Status:Unknown Transition:2023-08-09 18:04:58.38773113 +0000 UTC m=+1.670026648 Reason:NoFrequentKubeletRestart Message:kubelet is functioning properly} {Type:FrequentDockerRestart Status:Unknown Transition:2023-08-09 18:04:58.396387289 +0000 UTC m=+1.678682789 Reason:NoFrequentDockerRestart Message:docker is functioning properly} {Type:FrequentContainerdRestart Status:Unknown Transition:2023-08-09 18:04:58.584419386 +0000 UTC m=+1.866714879 Reason:NoFrequentContainerdRestart Message:containerd is functioning properly}]}","I0815 18:54:57.463574       1 custom_plugin_monitor.go:138] New status generated: &{Source:systemd-monitor Events:[] Conditions:[{Type:FrequentKubeletRestart Status:Unknown Transition:2023-08-09 18:04:58.38773113 +0000 UTC m=+1.670026648 Reason:NoFrequentKubeletRestart Message:kubelet is functioning properly} {Type:FrequentDockerRestart Status:Unknown Transition:2023-08-09 18:04:58.396387289 +0000 UTC m=+1.678682789 Reason:NoFrequentDockerRestart Message:docker is functioning properly} {Type:FrequentContainerdRestart Status:Unknown Transition:2023-08-09 18:04:58.584419386 +0000 UTC m=+1.866714879 Reason:NoFrequentContainerdRestart Message:containerd is functioning properly}]}"
"Aug 15, 2023 @ 21:54:57.463","MsCN-okBiE4ckzJtFTfQ","vm-2023.08.15","-","I0815 18:54:57.463425       1 plugin.go:111] Add check result {Rule:0xc0004d0070 ExitStatus:2 Message:error watching journald: failed to stat the log path ""/var/log/journal"": stat /v} for rule &{Type:permanent Condition:FrequentUnregisterNetDevice Reason:UnregisterNetDevice Path:/home/kubernetes/bin/log-counter Args:[--journald-source=kernel --log-path=/var/log/journal --lookback=20m --count=3 --pattern=unregister_netdevice: waiting for \w+ to become free. Usage count = \d+] TimeoutString:0xc00004a5d0 Timeout:1m0s}","I0815 18:54:57.463425       1 plugin.go:111] Add check result {Rule:0xc0004d0070 ExitStatus:2 Message:error watching journald: failed to stat the log path ""/var/log/journal"": stat /v} for rule &{Type:permanent Condition:FrequentUnregisterNetDevice Reason:UnregisterNetDevice Path:/home/kubernetes/bin/log-counter Args:[--journald-source=kernel --log-path=/var/log/journal --lookback=20m --count=3 --pattern=unregister_netdevice: waiting for \w+ to become free. Usage count = \d+] TimeoutString:0xc00004a5d0 Timeout:1m0s}"
"Aug 15, 2023 @ 21:54:57.463","M8CN-okBiE4ckzJtFTfQ","vm-2023.08.15","-","I0815 18:54:57.463649       1 plugin.go:116] Finish running custom plugins","I0815 18:54:57.463649       1 plugin.go:116] Finish running custom plugins"
"Aug 15, 2023 @ 21:54:57.457","LsCN-okBiE4ckzJtFTfQ","vm-2023.08.15","-","I0815 18:54:57.457578       1 plugin.go:86] Start to run custom plugins","I0815 18:54:57.457578       1 plugin.go:86] Start to run custom plugins"
"Aug 15, 2023 @ 21:54:57.456","K8CN-okBiE4ckzJtFTfQ","vm-2023.08.15","-","I0815 18:54:57.456030       1 plugin.go:111] Add check result {Rule:0xc0000d8230 ExitStatus:2 Message:error watching journald: failed to stat the log path ""/var/log/journal"": stat /v} for rule &{Type:permanent Condition:CorruptDockerOverlay2 Reason:CorruptDockerOverlay2 Path:/home/kubernetes/bin/log-counter Args:[--journald-source=dockerd --log-path=/var/log/journal --lookback=5m --count=10 --pattern=returned error: readlink /var/lib/docker/overlay2.*: invalid argument.*] TimeoutString:0xc00004a3f0 Timeout:1m0s}","I0815 18:54:57.456030       1 plugin.go:111] Add check result {Rule:0xc0000d8230 ExitStatus:2 Message:error watching journald: failed to stat the log path ""/var/log/journal"": stat /v} for rule &{Type:permanent Condition:CorruptDockerOverlay2 Reason:CorruptDockerOverlay2 Path:/home/kubernetes/bin/log-counter Args:[--journald-source=dockerd --log-path=/var/log/journal --lookback=5m --count=10 --pattern=returned error: readlink /var/lib/docker/overlay2.*: invalid argument.*] TimeoutString:0xc00004a3f0 Timeout:1m0s}"
"Aug 15, 2023 @ 21:54:57.456","LMCN-okBiE4ckzJtFTfQ","vm-2023.08.15","-","I0815 18:54:57.456117       1 plugin.go:116] Finish running custom plugins","I0815 18:54:57.456117       1 plugin.go:116] Finish running custom plugins"
"Aug 15, 2023 @ 21:54:57.456","LcCN-okBiE4ckzJtFTfQ","vm-2023.08.15","-","I0815 18:54:57.456152       1 custom_plugin_monitor.go:138] New status generated: &{Source:docker-monitor Events:[] Conditions:[{Type:CorruptDockerOverlay2 Status:Unknown Transition:2023-08-09 18:04:58.583471861 +0000 UTC m=+1.865767384 Reason:NoCorruptDockerOverlay2 Message:docker overlay2 is functioning properly}]}","I0815 18:54:57.456152       1 custom_plugin_monitor.go:138] New status generated: &{Source:docker-monitor Events:[] Conditions:[{Type:CorruptDockerOverlay2 Status:Unknown Transition:2023-08-09 18:04:58.583471861 +0000 UTC m=+1.865767384 Reason:NoCorruptDockerOverlay2 Message:docker overlay2 is functioning properly}]}"
"Aug 15, 2023 @ 21:54:57.453","KsCN-okBiE4ckzJtFTfQ","vm-2023.08.15","-","I0815 18:54:57.453231       1 plugin.go:86] Start to run custom plugins","I0815 18:54:57.453231       1 plugin.go:86] Start to run custom plugins"
"Aug 15, 2023 @ 21:54:57.449","KcCN-okBiE4ckzJtFTfQ","vm-2023.08.15","-","I0815 18:54:57.449272       1 plugin.go:86] Start to run custom plugins","I0815 18:54:57.449272       1 plugin.go:86] Start to run custom plugins"
"Aug 15, 2023 @ 21:51:35.059","QL-K-okBiE4ckzJtAvU0","vm-2023.08.15","-","I0815 18:51:35.059082       1 plugin.go:111] Add check result {Rule:0xc000348d90 ExitStatus:2 Message:error watching journald: failed to stat the log path ""/var/log/journal"": stat /v} for rule &{Type:permanent Condition:FrequentContainerdRestart Reason:FrequentContainerdRestart Path:/home/kubernetes/bin/log-counter Args:[--journald-source=systemd --log-path=/var/log/journal --lookback=20m --count=5 --pattern=Starting containerd container runtime...] TimeoutString:0xc00024ef70 Timeout:1m0s}","I0815 18:51:35.059082       1 plugin.go:111] Add check result {Rule:0xc000348d90 ExitStatus:2 Message:error watching journald: failed to stat the log path ""/var/log/journal"": stat /v} for rule &{Type:permanent Condition:FrequentContainerdRestart Reason:FrequentContainerdRestart Path:/home/kubernetes/bin/log-counter Args:[--journald-source=systemd --log-path=/var/log/journal --lookback=20m --count=5 --pattern=Starting containerd container runtime...] TimeoutString:0xc00024ef70 Timeout:1m0s}"
"Aug 15, 2023 @ 21:51:35.059","Qb-K-okBiE4ckzJtAvU0","vm-2023.08.15","-","I0815 18:51:35.059169       1 plugin.go:116] Finish running custom plugins","I0815 18:51:35.059169       1 plugin.go:116] Finish running custom plugins"
"Aug 15, 2023 @ 21:51:35.059","Qr-K-okBiE4ckzJtAvU0","vm-2023.08.15","-","I0815 18:51:35.059221       1 custom_plugin_monitor.go:138] New status generated: &{Source:systemd-monitor Events:[] Conditions:[{Type:FrequentKubeletRestart Status:Unknown Transition:2023-08-09 18:06:36.067187982 +0000 UTC m=+37.735330921 Reason:NoFrequentKubeletRestart Message:kubelet is functioning properly} {Type:FrequentDockerRestart Status:Unknown Transition:2023-08-09 18:06:36.260015419 +0000 UTC m=+37.928158297 Reason:NoFrequentDockerRestart Message:docker is functioning properly} {Type:FrequentContainerdRestart Status:Unknown Transition:2023-08-09 18:06:36.363104453 +0000 UTC m=+38.031247382 Reason:NoFrequentContainerdRestart Message:containerd is functioning properly}]}","I0815 18:51:35.059221       1 custom_plugin_monitor.go:138] New status generated: &{Source:systemd-monitor Events:[] Conditions:[{Type:FrequentKubeletRestart Status:Unknown Transition:2023-08-09 18:06:36.067187982 +0000 UTC m=+37.735330921 Reason:NoFrequentKubeletRestart Message:kubelet is functioning properly} {Type:FrequentDockerRestart Status:Unknown Transition:2023-08-09 18:06:36.260015419 +0000 UTC m=+37.928158297 Reason:NoFrequentDockerRestart Message:docker is functioning properly} {Type:FrequentContainerdRestart Status:Unknown Transition:2023-08-09 18:06:36.363104453 +0000 UTC m=+38.031247382 Reason:NoFrequentContainerdRestart Message:containerd is functioning properly}]}"
"Aug 15, 2023 @ 21:51:34.971","Pr-K-okBiE4ckzJtAvU0","vm-2023.08.15","-","I0815 18:51:34.971004       1 plugin.go:111] Add check result {Rule:0xc000348d20 ExitStatus:2 Message:error watching journald: failed to stat the log path ""/var/log/journal"": stat /v} for rule &{Type:permanent Condition:FrequentDockerRestart Reason:FrequentDockerRestart Path:/home/kubernetes/bin/log-counter Args:[--journald-source=systemd --log-path=/var/log/journal --lookback=20m --count=5 --pattern=Starting Docker Application Container Engine...] TimeoutString:0xc00024ef60 Timeout:1m0s}","I0815 18:51:34.971004       1 plugin.go:111] Add check result {Rule:0xc000348d20 ExitStatus:2 Message:error watching journald: failed to stat the log path ""/var/log/journal"": stat /v} for rule &{Type:permanent Condition:FrequentDockerRestart Reason:FrequentDockerRestart Path:/home/kubernetes/bin/log-counter Args:[--journald-source=systemd --log-path=/var/log/journal --lookback=20m --count=5 --pattern=Starting Docker Application Container Engine...] TimeoutString:0xc00024ef60 Timeout:1m0s}"
"Aug 15, 2023 @ 21:51:34.971","P7-K-okBiE4ckzJtAvU0","vm-2023.08.15","-","I0815 18:51:34.971095       1 custom_plugin_monitor.go:138] New status generated: &{Source:systemd-monitor Events:[] Conditions:[{Type:FrequentKubeletRestart Status:Unknown Transition:2023-08-09 18:06:36.067187982 +0000 UTC m=+37.735330921 Reason:NoFrequentKubeletRestart Message:kubelet is functioning properly} {Type:FrequentDockerRestart Status:Unknown Transition:2023-08-09 18:06:36.260015419 +0000 UTC m=+37.928158297 Reason:NoFrequentDockerRestart Message:docker is functioning properly} {Type:FrequentContainerdRestart Status:Unknown Transition:2023-08-09 18:06:36.363104453 +0000 UTC m=+38.031247382 Reason:NoFrequentContainerdRestart Message:containerd is functioning properly}]}","I0815 18:51:34.971095       1 custom_plugin_monitor.go:138] New status generated: &{Source:systemd-monitor Events:[] Conditions:[{Type:FrequentKubeletRestart Status:Unknown Transition:2023-08-09 18:06:36.067187982 +0000 UTC m=+37.735330921 Reason:NoFrequentKubeletRestart Message:kubelet is functioning properly} {Type:FrequentDockerRestart Status:Unknown Transition:2023-08-09 18:06:36.260015419 +0000 UTC m=+37.928158297 Reason:NoFrequentDockerRestart Message:docker is functioning properly} {Type:FrequentContainerdRestart Status:Unknown Transition:2023-08-09 18:06:36.363104453 +0000 UTC m=+38.031247382 Reason:NoFrequentContainerdRestart Message:containerd is functioning properly}]}"
"Aug 15, 2023 @ 21:51:34.966","Nr-K-okBiE4ckzJtAvU0","vm-2023.08.15","-","I0815 18:51:34.965618       1 plugin.go:111] Add check result {Rule:0xc000348cb0 ExitStatus:2 Message:error watching journald: failed to stat the log path ""/var/log/journal"": stat /v} for rule &{Type:permanent Condition:FrequentKubeletRestart Reason:FrequentKubeletRestart Path:/home/kubernetes/bin/log-counter Args:[--journald-source=systemd --log-path=/var/log/journal --lookback=20m --delay=5m --count=5 --pattern=Started Kubernetes kubelet.] TimeoutString:0xc00024ef50 Timeout:1m0s}","I0815 18:51:34.965618       1 plugin.go:111] Add check result {Rule:0xc000348cb0 ExitStatus:2 Message:error watching journald: failed to stat the log path ""/var/log/journal"": stat /v} for rule &{Type:permanent Condition:FrequentKubeletRestart Reason:FrequentKubeletRestart Path:/home/kubernetes/bin/log-counter Args:[--journald-source=systemd --log-path=/var/log/journal --lookback=20m --delay=5m --count=5 --pattern=Started Kubernetes kubelet.] TimeoutString:0xc00024ef50 Timeout:1m0s}"
"Aug 15, 2023 @ 21:51:34.966","N7-K-okBiE4ckzJtAvU0","vm-2023.08.15","-","I0815 18:51:34.965867       1 custom_plugin_monitor.go:138] New status generated: &{Source:systemd-monitor Events:[] Conditions:[{Type:FrequentKubeletRestart Status:Unknown Transition:2023-08-09 18:06:36.067187982 +0000 UTC m=+37.735330921 Reason:NoFrequentKubeletRestart Message:kubelet is functioning properly} {Type:FrequentDockerRestart Status:Unknown Transition:2023-08-09 18:06:36.260015419 +0000 UTC m=+37.928158297 Reason:NoFrequentDockerRestart Message:docker is functioning properly} {Type:FrequentContainerdRestart Status:Unknown Transition:2023-08-09 18:06:36.363104453 +0000 UTC m=+38.031247382 Reason:NoFrequentContainerdRestart Message:containerd is functioning properly}]}","I0815 18:51:34.965867       1 custom_plugin_monitor.go:138] New status generated: &{Source:systemd-monitor Events:[] Conditions:[{Type:FrequentKubeletRestart Status:Unknown Transition:2023-08-09 18:06:36.067187982 +0000 UTC m=+37.735330921 Reason:NoFrequentKubeletRestart Message:kubelet is functioning properly} {Type:FrequentDockerRestart Status:Unknown Transition:2023-08-09 18:06:36.260015419 +0000 UTC m=+37.928158297 Reason:NoFrequentDockerRestart Message:docker is functioning properly} {Type:FrequentContainerdRestart Status:Unknown Transition:2023-08-09 18:06:36.363104453 +0000 UTC m=+38.031247382 Reason:NoFrequentContainerdRestart Message:containerd is functioning properly}]}"
"Aug 15, 2023 @ 21:51:34.966","OL-K-okBiE4ckzJtAvU0","vm-2023.08.15","-","I0815 18:51:34.966030       1 plugin.go:111] Add check result {Rule:0xc0004b4310 ExitStatus:2 Message:error watching journald: failed to stat the log path ""/var/log/journal"": stat /v} for rule &{Type:permanent Condition:FrequentUnregisterNetDevice Reason:UnregisterNetDevice Path:/home/kubernetes/bin/log-counter Args:[--journald-source=kernel --log-path=/var/log/journal --lookback=20m --count=3 --pattern=unregister_netdevice: waiting for \w+ to become free. Usage count = \d+] TimeoutString:0xc0004a0ef0 Timeout:1m0s}","I0815 18:51:34.966030       1 plugin.go:111] Add check result {Rule:0xc0004b4310 ExitStatus:2 Message:error watching journald: failed to stat the log path ""/var/log/journal"": stat /v} for rule &{Type:permanent Condition:FrequentUnregisterNetDevice Reason:UnregisterNetDevice Path:/home/kubernetes/bin/log-counter Args:[--journald-source=kernel --log-path=/var/log/journal --lookback=20m --count=3 --pattern=unregister_netdevice: waiting for \w+ to become free. Usage count = \d+] TimeoutString:0xc0004a0ef0 Timeout:1m0s}"
"Aug 15, 2023 @ 21:51:34.966","Ob-K-okBiE4ckzJtAvU0","vm-2023.08.15","-","I0815 18:51:34.966076       1 plugin.go:116] Finish running custom plugins","I0815 18:51:34.966076       1 plugin.go:116] Finish running custom plugins"
"Aug 15, 2023 @ 21:51:34.966","Or-K-okBiE4ckzJtAvU0","vm-2023.08.15","-","I0815 18:51:34.966101       1 custom_plugin_monitor.go:138] New status generated: &{Source:kernel-monitor Events:[] Conditions:[{Type:FrequentUnregisterNetDevice Status:Unknown Transition:2023-08-09 18:06:36.061839303 +0000 UTC m=+37.729982189 Reason:NoFrequentUnregisterNetDevice Message:node is functioning properly}]}","I0815 18:51:34.966101       1 custom_plugin_monitor.go:138] New status generated: &{Source:kernel-monitor Events:[] Conditions:[{Type:FrequentUnregisterNetDevice Status:Unknown Transition:2023-08-09 18:06:36.061839303 +0000 UTC m=+37.729982189 Reason:NoFrequentUnregisterNetDevice Message:node is functioning properly}]}"
"Aug 15, 2023 @ 21:51:34.966","O7-K-okBiE4ckzJtAvU0","vm-2023.08.15","-","I0815 18:51:34.966355       1 plugin.go:111] Add check result {Rule:0xc0000c8000 ExitStatus:2 Message:error watching journald: failed to stat the log path ""/var/log/journal"": stat /v} for rule &{Type:permanent Condition:CorruptDockerOverlay2 Reason:CorruptDockerOverlay2 Path:/home/kubernetes/bin/log-counter Args:[--journald-source=dockerd --log-path=/var/log/journal --lookback=5m --count=10 --pattern=returned error: readlink /var/lib/docker/overlay2.*: invalid argument.*] TimeoutString:0xc00004a320 Timeout:1m0s}","I0815 18:51:34.966355       1 plugin.go:111] Add check result {Rule:0xc0000c8000 ExitStatus:2 Message:error watching journald: failed to stat the log path ""/var/log/journal"": stat /v} for rule &{Type:permanent Condition:CorruptDockerOverlay2 Reason:CorruptDockerOverlay2 Path:/home/kubernetes/bin/log-counter Args:[--journald-source=dockerd --log-path=/var/log/journal --lookback=5m --count=10 --pattern=returned error: readlink /var/lib/docker/overlay2.*: invalid argument.*] TimeoutString:0xc00004a320 Timeout:1m0s}"
"Aug 15, 2023 @ 21:51:34.966","PL-K-okBiE4ckzJtAvU0","vm-2023.08.15","-","I0815 18:51:34.966410       1 plugin.go:116] Finish running custom plugins","I0815 18:51:34.966410       1 plugin.go:116] Finish running custom plugins"
"Aug 15, 2023 @ 21:51:34.966","Pb-K-okBiE4ckzJtAvU0","vm-2023.08.15","-","I0815 18:51:34.966438       1 custom_plugin_monitor.go:138] New status generated: &{Source:docker-monitor Events:[] Conditions:[{Type:CorruptDockerOverlay2 Status:Unknown Transition:2023-08-09 18:06:36.159251579 +0000 UTC m=+37.827394431 Reason:NoCorruptDockerOverlay2 Message:docker overlay2 is functioning properly}]}","I0815 18:51:34.966438       1 custom_plugin_monitor.go:138] New status generated: &{Source:docker-monitor Events:[] Conditions:[{Type:CorruptDockerOverlay2 Status:Unknown Transition:2023-08-09 18:06:36.159251579 +0000 UTC m=+37.827394431 Reason:NoCorruptDockerOverlay2 Message:docker overlay2 is functioning properly}]}"
"Aug 15, 2023 @ 21:51:34.956","M7-K-okBiE4ckzJtAvU0","vm-2023.08.15","-","I0815 18:51:34.956139       1 plugin.go:86] Start to run custom plugins","I0815 18:51:34.956139       1 plugin.go:86] Start to run custom plugins"
"Aug 15, 2023 @ 21:51:34.956","NL-K-okBiE4ckzJtAvU0","vm-2023.08.15","-","I0815 18:51:34.956272       1 plugin.go:86] Start to run custom plugins","I0815 18:51:34.956272       1 plugin.go:86] Start to run custom plugins"
"Aug 15, 2023 @ 21:51:34.956","Nb-K-okBiE4ckzJtAvU0","vm-2023.08.15","-","I0815 18:51:34.956432       1 plugin.go:86] Start to run custom plugins","I0815 18:51:34.956432       1 plugin.go:86] Start to run custom plugins"
"Aug 15, 2023 @ 21:50:39.947","UvWJ-okBou4NXsB_KhUS","vm-2023.08.15","-","I0815 18:50:39.947602       1 plugin.go:111] Add check result {Rule:0xc0000e21c0 ExitStatus:2 Message:error watching journald: failed to stat the log path ""/var/log/journal"": stat /v} for rule &{Type:permanent Condition:FrequentContainerdRestart Reason:FrequentContainerdRestart Path:/home/kubernetes/bin/log-counter Args:[--journald-source=systemd --log-path=/var/log/journal --lookback=20m --count=5 --pattern=Starting containerd container runtime...] TimeoutString:0xc00004a680 Timeout:1m0s}","I0815 18:50:39.947602       1 plugin.go:111] Add check result {Rule:0xc0000e21c0 ExitStatus:2 Message:error watching journald: failed to stat the log path ""/var/log/journal"": stat /v} for rule &{Type:permanent Condition:FrequentContainerdRestart Reason:FrequentContainerdRestart Path:/home/kubernetes/bin/log-counter Args:[--journald-source=systemd --log-path=/var/log/journal --lookback=20m --count=5 --pattern=Starting containerd container runtime...] TimeoutString:0xc00004a680 Timeout:1m0s}"
"Aug 15, 2023 @ 21:50:39.947","U_WJ-okBou4NXsB_KhUS","vm-2023.08.15","-","I0815 18:50:39.947668       1 plugin.go:116] Finish running custom plugins","I0815 18:50:39.947668       1 plugin.go:116] Finish running custom plugins"
"Aug 15, 2023 @ 21:50:39.947","VPWJ-okBou4NXsB_KhUS","vm-2023.08.15","-","I0815 18:50:39.947709       1 custom_plugin_monitor.go:138] New status generated: &{Source:systemd-monitor Events:[] Conditions:[{Type:FrequentKubeletRestart Status:Unknown Transition:2023-08-09 18:05:41.141083409 +0000 UTC m=+37.588848479 Reason:NoFrequentKubeletRestart Message:kubelet is functioning properly} {Type:FrequentDockerRestart Status:Unknown Transition:2023-08-09 18:05:41.240467287 +0000 UTC m=+37.688232273 Reason:NoFrequentDockerRestart Message:docker is functioning properly} {Type:FrequentContainerdRestart Status:Unknown Transition:2023-08-09 18:05:41.334341865 +0000 UTC m=+37.782106848 Reason:NoFrequentContainerdRestart Message:containerd is functioning properly}]}","I0815 18:50:39.947709       1 custom_plugin_monitor.go:138] New status generated: &{Source:systemd-monitor Events:[] Conditions:[{Type:FrequentKubeletRestart Status:Unknown Transition:2023-08-09 18:05:41.141083409 +0000 UTC m=+37.588848479 Reason:NoFrequentKubeletRestart Message:kubelet is functioning properly} {Type:FrequentDockerRestart Status:Unknown Transition:2023-08-09 18:05:41.240467287 +0000 UTC m=+37.688232273 Reason:NoFrequentDockerRestart Message:docker is functioning properly} {Type:FrequentContainerdRestart Status:Unknown Transition:2023-08-09 18:05:41.334341865 +0000 UTC m=+37.782106848 Reason:NoFrequentContainerdRestart Message:containerd is functioning properly}]}"
"Aug 15, 2023 @ 21:50:39.946","UPWJ-okBou4NXsB_KhUS","vm-2023.08.15","-","I0815 18:50:39.943096       1 plugin.go:111] Add check result {Rule:0xc0000e20e0 ExitStatus:2 Message:error watching journald: failed to stat the log path ""/var/log/journal"": stat /v} for rule &{Type:permanent Condition:FrequentDockerRestart Reason:FrequentDockerRestart Path:/home/kubernetes/bin/log-counter Args:[--journald-source=systemd --log-path=/var/log/journal --lookback=20m --count=5 --pattern=Starting Docker Application Container Engine...] TimeoutString:0xc00004a670 Timeout:1m0s}","I0815 18:50:39.943096       1 plugin.go:111] Add check result {Rule:0xc0000e20e0 ExitStatus:2 Message:error watching journald: failed to stat the log path ""/var/log/journal"": stat /v} for rule &{Type:permanent Condition:FrequentDockerRestart Reason:FrequentDockerRestart Path:/home/kubernetes/bin/log-counter Args:[--journald-source=systemd --log-path=/var/log/journal --lookback=20m --count=5 --pattern=Starting Docker Application Container Engine...] TimeoutString:0xc00004a670 Timeout:1m0s}"
"Aug 15, 2023 @ 21:50:39.946","UfWJ-okBou4NXsB_KhUS","vm-2023.08.15","-","I0815 18:50:39.943207       1 custom_plugin_monitor.go:138] New status generated: &{Source:systemd-monitor Events:[] Conditions:[{Type:FrequentKubeletRestart Status:Unknown Transition:2023-08-09 18:05:41.141083409 +0000 UTC m=+37.588848479 Reason:NoFrequentKubeletRestart Message:kubelet is functioning properly} {Type:FrequentDockerRestart Status:Unknown Transition:2023-08-09 18:05:41.240467287 +0000 UTC m=+37.688232273 Reason:NoFrequentDockerRestart Message:docker is functioning properly} {Type:FrequentContainerdRestart Status:Unknown Transition:2023-08-09 18:05:41.334341865 +0000 UTC m=+37.782106848 Reason:NoFrequentContainerdRestart Message:containerd is functioning properly}]}","I0815 18:50:39.943207       1 custom_plugin_monitor.go:138] New status generated: &{Source:systemd-monitor Events:[] Conditions:[{Type:FrequentKubeletRestart Status:Unknown Transition:2023-08-09 18:05:41.141083409 +0000 UTC m=+37.588848479 Reason:NoFrequentKubeletRestart Message:kubelet is functioning properly} {Type:FrequentDockerRestart Status:Unknown Transition:2023-08-09 18:05:41.240467287 +0000 UTC m=+37.688232273 Reason:NoFrequentDockerRestart Message:docker is functioning properly} {Type:FrequentContainerdRestart Status:Unknown Transition:2023-08-09 18:05:41.334341865 +0000 UTC m=+37.782106848 Reason:NoFrequentContainerdRestart Message:containerd is functioning properly}]}"
